,date,branch,order
102083,2023-05-16 17:59:28,Branch 4,"7S_Burger, 4S_Fries, 1S_Drink"
102084,2023-04-03 20:15:04,Branch 3,"6S_Burger, 7S_Fries"
102085,2023-02-20 08:50:33,Branch 2,"7S_Burger, 2S_Fries, 5S_Drink"
102086,2023-10-28 16:04:39,Branch 7,"4S_Burger, 4S_Fries, 5S_Drink"
102087,2023-11-13 03:03:15,Branch 5,"7S_Burger, 5S_Fries, 4S_Drink"
102088,2023-11-16 01:44:57,Branch 10,"3S_Burger, 7S_Fries, 3S_Drink"
102089,2023-02-11 17:26:10,Branch 2,"3S_Burger, 2S_Fries, 3S_Drink"
102090,2023-10-19 04:20:00,Branch 6,"6S_Burger, 2S_Drink"
102091,2023-08-12 14:05:38,Branch 8,"3S_Burger, 3S_Fries, 1S_Drink"
102092,2023-04-10 23:54:38,Branch 2,"6S_Fries, 1S_Drink"
102093,2023-05-31 14:23:13,Branch 6,"2S_Fries, 3S_Drink"
102094,2023-10-10 08:04:48,Branch 4,"6S_Burger, 4S_Fries, 7S_Drink"
102095,2023-08-18 08:14:10,Branch 3,"1S_Burger, 2S_Fries, 4S_Drink"
102096,2023-12-30 05:05:32,Branch 10,"6S_Burger, 6S_Fries, 1S_Drink"
102097,2023-06-28 09:49:54,Branch 4,"4S_Burger, 7S_Fries, 2S_Drink"
102098,2023-09-04 00:32:38,Branch 4,"5S_Burger, 4S_Fries, 6S_Drink"
102099,2023-10-18 02:13:54,Branch 7,"1S_Burger, 7S_Fries, 4S_Drink"
102100,2023-09-04 16:34:50,Branch 8,"1S_Burger, 4S_Fries, 1S_Drink"
102101,2023-12-20 22:30:48,Branch 6,"3S_Burger, 4S_Drink"
102102,2023-09-24 06:36:08,Branch 5,3S_Burger
102103,2023-02-12 05:33:23,Branch 6,"2S_Burger, 3S_Fries, 6S_Drink"
102104,2023-04-06 14:36:50,Branch 7,"2S_Burger, 6S_Fries, 4S_Drink"
102105,2023-04-03 12:27:11,Branch 1,"1S_Burger, 7S_Fries, 1S_Drink"
102106,2023-08-22 06:20:07,Branch 6,"2S_Fries, 4S_Drink"
102107,2023-07-27 05:25:28,Branch 3,"5S_Burger, 4S_Fries, 6S_Drink"
102108,2023-09-27 07:22:28,Branch 4,"3S_Burger, 3S_Drink"
102109,2023-01-19 01:45:38,Branch 6,5S_Burger
102110,2023-01-21 18:07:44,Branch 5,"1S_Burger, 3S_Fries, 2S_Drink"
102111,2023-03-23 11:11:58,Branch 9,"3S_Burger, 4S_Fries, 4S_Drink"
102112,2023-05-29 03:42:39,Branch 5,"1S_Burger, 4S_Fries, 2S_Drink"
102113,2023-07-16 12:16:32,Branch 4,"5S_Burger, 6S_Fries, 7S_Drink"
102114,2023-05-15 10:13:59,Branch 5,"4S_Burger, 6S_Fries, 4S_Drink"
102115,2023-06-19 16:20:04,Branch 5,"5S_Burger, 7S_Fries, 6S_Drink"
102116,2023-10-14 03:21:15,Branch 2,6S_Drink
102117,2023-05-13 16:38:49,Branch 3,2S_Burger
102118,2023-09-24 04:39:33,Branch 5,"7S_Burger, 2S_Fries, 4S_Drink"
102119,2023-10-16 01:42:40,Branch 8,"5S_Burger, 5S_Fries"
102120,2023-03-23 15:22:52,Branch 1,"1S_Burger, 2S_Fries, 1S_Drink"
102121,2023-07-05 16:39:08,Branch 1,"3S_Burger, 5S_Fries, 5S_Drink"
102122,2023-05-21 01:55:34,Branch 4,"1S_Burger, 7S_Fries, 1S_Drink"
102123,2023-02-09 10:08:14,Branch 3,"1S_Burger, 2S_Fries, 5S_Drink"
102124,2023-11-25 11:00:40,Branch 2,"5S_Burger, 2S_Fries, 3S_Drink"
102125,2023-08-08 13:18:51,Branch 5,"7S_Burger, 3S_Fries, 7S_Drink"
102126,2023-10-21 04:30:13,Branch 5,"3S_Burger, 4S_Fries, 7S_Drink"
102127,2023-06-08 21:12:05,Branch 5,"5S_Burger, 7S_Fries, 3S_Drink"
102128,2023-03-19 01:42:26,Branch 5,"6S_Burger, 4S_Fries, 6S_Drink"
102129,2023-10-22 13:05:37,Branch 2,"3S_Burger, 4S_Fries, 5S_Drink"
102130,2023-05-04 04:29:01,Branch 8,"7S_Burger, 5S_Fries, 5S_Drink"
102131,2023-06-25 18:58:03,Branch 5,"7S_Burger, 1S_Fries, 1S_Drink"
102132,2023-06-20 22:56:12,Branch 7,"1S_Burger, 7S_Fries"
102133,2023-08-01 00:29:10,Branch 6,"2S_Burger, 7S_Fries, 7S_Drink"
102134,2023-08-13 19:24:32,Branch 5,"5S_Burger, 2S_Fries, 5S_Drink"
102135,2023-07-10 07:05:10,Branch 4,"3S_Burger, 6S_Fries, 4S_Drink"
102136,2023-02-08 23:52:47,Branch 1,"7S_Burger, 6S_Fries"
102137,2023-12-20 10:37:16,Branch 3,"7S_Burger, 2S_Fries, 7S_Drink"
102138,2023-02-11 12:14:38,Branch 9,"1S_Burger, 7S_Fries, 6S_Drink"
102139,2023-06-25 05:23:46,Branch 9,"7S_Burger, 1S_Fries, 5S_Drink"
102140,2023-05-16 06:01:34,Branch 3,"1S_Burger, 4S_Fries, 2S_Drink"
102141,2023-04-15 13:28:16,Branch 3,"7S_Burger, 3S_Fries, 1S_Drink"
102142,2023-04-30 05:45:56,Branch 4,"4S_Fries, 2S_Drink"
102143,2023-06-17 23:42:24,Branch 4,"4S_Burger, 2S_Drink"
102144,2023-06-16 14:27:50,Branch 3,"7S_Burger, 7S_Fries, 5S_Drink"
102145,2023-10-18 16:24:22,Branch 3,"4S_Burger, 4S_Fries"
102146,2023-07-11 13:55:45,Branch 6,"3S_Burger, 4S_Fries"
102147,2023-10-09 21:03:16,Branch 4,"5S_Burger, 6S_Fries, 2S_Drink"
102148,2023-04-03 21:33:49,Branch 10,"5S_Burger, 4S_Fries, 1S_Drink"
102149,2023-06-03 23:05:28,Branch 5,"6S_Burger, 4S_Fries, 4S_Drink"
102150,2023-12-08 15:50:16,Branch 6,"7S_Burger, 4S_Fries, 7S_Drink"
102151,2023-10-31 04:29:30,Branch 4,"1S_Burger, 1S_Fries"
102152,2023-08-21 05:33:30,Branch 2,"7S_Burger, 1S_Drink"
102153,2023-05-30 21:52:02,Branch 3,"1S_Burger, 1S_Fries, 2S_Drink"
102154,2023-07-19 02:09:12,Branch 1,"2S_Burger, 5S_Fries, 5S_Drink"
102155,2023-01-31 19:10:05,Branch 10,"7S_Burger, 2S_Fries"
102156,2023-01-27 08:47:11,Branch 8,"5S_Burger, 5S_Fries, 1S_Drink"
102157,2023-05-12 10:46:25,Branch 8,4S_Burger
102158,2023-07-26 05:52:56,Branch 9,"6S_Burger, 7S_Fries, 7S_Drink"
102159,2023-05-06 23:54:00,Branch 2,"3S_Burger, 5S_Fries"
102160,2023-07-18 02:27:30,Branch 5,"6S_Burger, 1S_Fries, 3S_Drink"
102161,2023-07-07 21:57:47,Branch 1,"4S_Burger, 3S_Drink"
102162,2023-09-26 12:53:11,Branch 10,"1S_Fries, 1S_Drink"
102163,2023-09-27 23:44:21,Branch 1,"7S_Burger, 6S_Fries, 4S_Drink"
102164,2023-03-17 09:38:01,Branch 10,"4S_Burger, 2S_Fries, 4S_Drink"
102165,2023-01-12 21:34:45,Branch 9,"2S_Fries, 6S_Drink"
102166,2023-09-10 05:55:06,Branch 5,"6S_Fries, 6S_Drink"
102167,2023-08-25 18:48:53,Branch 5,"7S_Burger, 2S_Fries, 4S_Drink"
102168,2023-06-21 01:31:41,Branch 7,"5S_Burger, 6S_Fries, 2S_Drink"
102169,2023-04-18 10:17:02,Branch 6,2S_Burger
102170,2023-03-27 17:59:45,Branch 9,"5S_Burger, 6S_Drink"
102171,2023-02-11 03:18:25,Branch 4,"7S_Burger, 1S_Fries, 6S_Drink"
102172,2023-01-23 14:23:59,Branch 1,"6S_Fries, 5S_Drink"
102173,2023-05-15 11:16:46,Branch 2,3S_Burger
102174,2023-12-10 22:11:07,Branch 3,"2S_Burger, 3S_Fries, 5S_Drink"
102175,2023-02-08 09:01:59,Branch 9,"1S_Burger, 2S_Fries, 4S_Drink"
102176,2023-08-18 16:55:37,Branch 3,"1S_Burger, 1S_Fries"
102177,2023-10-06 03:23:54,Branch 7,"6S_Burger, 6S_Fries, 7S_Drink"
102178,2023-11-09 07:27:17,Branch 1,"7S_Burger, 7S_Fries, 5S_Drink"
102179,2023-06-28 00:08:24,Branch 8,"2S_Burger, 4S_Fries, 1S_Drink"
102180,2023-12-05 07:48:41,Branch 5,"5S_Burger, 1S_Fries, 1S_Drink"
102181,2023-10-19 14:20:54,Branch 6,"1S_Burger, 4S_Fries, 2S_Drink"
102182,2023-02-23 04:09:08,Branch 7,"3S_Burger, 2S_Fries, 3S_Drink"
102183,2023-12-05 01:42:05,Branch 7,"1S_Burger, 5S_Fries, 5S_Drink"
102184,2023-10-13 23:16:20,Branch 7,"2S_Burger, 3S_Fries, 1S_Drink"
102185,2023-06-21 13:56:27,Branch 10,"7S_Burger, 7S_Fries, 4S_Drink"
102186,2023-05-29 00:44:28,Branch 5,"6S_Burger, 5S_Fries, 6S_Drink"
102187,2023-02-10 03:14:17,Branch 9,"7S_Burger, 1S_Fries, 7S_Drink"
102188,2023-12-02 10:58:41,Branch 4,"6S_Burger, 4S_Fries, 6S_Drink"
102189,2023-11-10 22:37:06,Branch 10,"4S_Burger, 3S_Fries"
102190,2023-05-07 04:08:02,Branch 2,"6S_Burger, 4S_Fries, 4S_Drink"
102191,2023-06-05 13:21:45,Branch 9,"7S_Fries, 5S_Drink"
102192,2023-01-02 05:06:46,Branch 10,"5S_Burger, 5S_Fries, 6S_Drink"
102193,2023-06-15 16:05:40,Branch 7,"4S_Burger, 2S_Fries, 2S_Drink"
102194,2023-03-27 05:35:49,Branch 10,"1S_Burger, 4S_Fries"
102195,2023-07-29 13:58:24,Branch 10,"7S_Burger, 1S_Fries, 4S_Drink"
102196,2023-08-02 05:09:00,Branch 7,"2S_Burger, 4S_Fries, 3S_Drink"
102197,2023-11-09 11:26:13,Branch 10,"3S_Fries, 7S_Drink"
102198,2023-10-02 16:20:05,Branch 1,2S_Burger
102199,2023-11-15 06:45:54,Branch 9,"4S_Burger, 7S_Drink"
102200,2023-04-24 05:46:24,Branch 1,"2S_Burger, 5S_Fries, 4S_Drink"
102201,2023-01-16 15:57:58,Branch 10,"3S_Burger, 5S_Fries, 3S_Drink"
102202,2023-09-28 18:38:03,Branch 8,"2S_Burger, 4S_Fries, 3S_Drink"
102203,2023-11-27 19:05:12,Branch 4,"7S_Burger, 3S_Fries, 4S_Drink"
102204,2023-11-17 05:17:10,Branch 2,"5S_Burger, 1S_Fries"
102205,2023-05-07 15:19:03,Branch 6,"6S_Burger, 4S_Fries, 7S_Drink"
102206,2023-06-04 11:42:10,Branch 8,"1S_Burger, 5S_Drink"
102207,2023-08-17 23:16:05,Branch 5,"4S_Burger, 5S_Fries, 5S_Drink"
102208,2023-12-22 10:03:49,Branch 8,"7S_Fries, 5S_Drink"
102209,2023-11-08 09:45:33,Branch 8,"6S_Burger, 2S_Fries, 3S_Drink"
102210,2023-12-25 21:17:08,Branch 3,"2S_Burger, 5S_Fries, 6S_Drink"
102211,2023-12-21 17:39:09,Branch 4,"2S_Burger, 6S_Fries, 6S_Drink"
102212,2023-05-19 20:50:26,Branch 3,"3S_Burger, 6S_Fries, 6S_Drink"
102213,2023-04-16 15:17:44,Branch 8,"3S_Burger, 7S_Fries, 5S_Drink"
102214,2023-08-08 16:32:36,Branch 1,"6S_Burger, 6S_Fries, 7S_Drink"
102215,2023-11-20 09:07:34,Branch 3,"1S_Burger, 7S_Fries, 2S_Drink"
102216,2023-12-09 04:49:13,Branch 7,"1S_Burger, 7S_Fries, 1S_Drink"
102217,2023-09-06 03:02:44,Branch 1,"5S_Burger, 6S_Fries, 6S_Drink"
102218,2023-03-05 08:22:01,Branch 9,"4S_Burger, 5S_Fries, 7S_Drink"
102219,2023-11-18 10:52:48,Branch 7,"6S_Burger, 6S_Drink"
102220,2023-06-22 04:11:35,Branch 1,"1S_Burger, 3S_Fries, 4S_Drink"
102221,2023-09-03 23:20:46,Branch 2,"3S_Burger, 4S_Fries, 5S_Drink"
102222,2023-01-02 08:45:57,Branch 4,"5S_Burger, 6S_Drink"
102223,2023-04-14 17:59:54,Branch 4,"2S_Burger, 1S_Drink"
102224,2023-09-27 00:03:45,Branch 4,"7S_Burger, 6S_Fries, 2S_Drink"
102225,2023-04-28 17:17:36,Branch 7,"3S_Burger, 4S_Fries, 7S_Drink"
102226,2023-08-07 09:16:20,Branch 3,"1S_Burger, 2S_Fries"
102227,2023-03-10 08:56:18,Branch 1,"2S_Burger, 6S_Fries, 4S_Drink"
102228,2023-06-11 02:54:45,Branch 5,"6S_Burger, 3S_Fries, 5S_Drink"
102229,2023-05-12 08:58:25,Branch 1,"6S_Burger, 5S_Fries, 6S_Drink"
102230,2023-04-06 21:01:58,Branch 3,"1S_Burger, 6S_Fries, 7S_Drink"
102231,2023-07-04 00:50:33,Branch 4,"3S_Burger, 6S_Fries, 5S_Drink"
102232,2023-07-31 00:12:10,Branch 9,"6S_Burger, 4S_Drink"
102233,2023-01-14 18:37:19,Branch 4,"6S_Fries, 7S_Drink"
102234,2023-12-15 15:25:14,Branch 6,"2S_Fries, 5S_Drink"
102235,2023-03-12 20:39:42,Branch 1,"5S_Burger, 2S_Fries, 6S_Drink"
102236,2023-06-13 19:12:13,Branch 8,"6S_Burger, 7S_Drink"
102237,2023-04-13 20:09:47,Branch 3,"3S_Burger, 2S_Fries, 6S_Drink"
102238,2023-08-03 01:59:05,Branch 2,"7S_Burger, 6S_Drink"
102239,2023-06-10 01:28:29,Branch 1,"6S_Burger, 3S_Fries, 5S_Drink"
102240,2023-11-08 14:42:19,Branch 10,"3S_Burger, 7S_Fries, 1S_Drink"
102241,2023-12-18 16:06:31,Branch 6,"7S_Burger, 4S_Fries, 2S_Drink"
102242,2023-06-07 20:53:42,Branch 6,"3S_Burger, 5S_Fries"
102243,2023-04-26 01:20:52,Branch 10,"7S_Burger, 5S_Fries"
102244,2023-09-18 03:39:05,Branch 9,"3S_Burger, 6S_Drink"
102245,2023-06-20 06:03:20,Branch 4,"6S_Fries, 6S_Drink"
102246,2023-08-08 18:16:34,Branch 4,"7S_Burger, 7S_Fries, 5S_Drink"
102247,2023-12-22 16:13:34,Branch 7,"1S_Burger, 1S_Fries, 4S_Drink"
102248,2023-01-20 22:18:40,Branch 5,"5S_Burger, 6S_Fries"
102249,2023-09-29 08:14:57,Branch 2,"2S_Burger, 5S_Drink"
102250,2023-09-22 11:03:51,Branch 6,"2S_Burger, 7S_Fries, 3S_Drink"
102251,2023-07-17 19:21:07,Branch 3,"2S_Burger, 2S_Fries, 5S_Drink"
102252,2023-03-13 22:10:35,Branch 9,"7S_Burger, 4S_Fries, 7S_Drink"
102253,2023-01-17 03:34:07,Branch 10,"4S_Burger, 5S_Fries, 6S_Drink"
102254,2023-05-04 00:27:19,Branch 9,"5S_Burger, 3S_Fries"
102255,2023-08-30 04:29:01,Branch 2,"6S_Burger, 3S_Fries, 1S_Drink"
102256,2023-04-08 23:40:12,Branch 2,"4S_Burger, 4S_Fries, 6S_Drink"
102257,2023-02-02 01:18:53,Branch 9,"3S_Burger, 6S_Fries"
102258,2023-10-09 04:27:32,Branch 7,"7S_Burger, 4S_Fries, 4S_Drink"
102259,2023-12-04 19:03:48,Branch 2,"4S_Burger, 7S_Fries, 7S_Drink"
102260,2023-10-14 17:25:35,Branch 4,"1S_Burger, 4S_Fries"
102261,2023-08-07 18:53:40,Branch 9,"4S_Burger, 5S_Fries, 2S_Drink"
102262,2023-04-21 01:19:52,Branch 2,"5S_Burger, 4S_Drink"
102263,2023-11-15 15:35:54,Branch 10,"6S_Burger, 4S_Fries"
102264,2023-02-06 04:04:16,Branch 5,"1S_Burger, 7S_Fries, 5S_Drink"
102265,2023-11-11 10:40:21,Branch 6,"4S_Burger, 2S_Fries"
102266,2023-07-26 09:08:25,Branch 2,"6S_Burger, 7S_Fries, 2S_Drink"
102267,2023-03-10 23:17:16,Branch 9,"7S_Burger, 4S_Fries, 6S_Drink"
102268,2023-12-25 23:22:58,Branch 9,"1S_Burger, 2S_Fries"
102269,2023-02-19 01:18:20,Branch 8,"3S_Burger, 4S_Fries, 2S_Drink"
102270,2023-07-28 18:34:27,Branch 10,"4S_Burger, 4S_Fries, 6S_Drink"
102271,2023-12-02 19:50:02,Branch 1,"5S_Burger, 7S_Fries"
102272,2023-08-24 14:01:12,Branch 7,"3S_Burger, 6S_Drink"
102273,2023-09-17 03:15:40,Branch 8,"5S_Burger, 3S_Fries, 6S_Drink"
102274,2023-11-15 22:24:34,Branch 3,"1S_Burger, 3S_Fries"
102275,2023-09-18 06:40:32,Branch 6,"7S_Burger, 2S_Fries, 6S_Drink"
102276,2023-07-01 20:17:20,Branch 3,"3S_Burger, 4S_Fries, 2S_Drink"
102277,2023-05-15 03:32:58,Branch 9,"7S_Burger, 5S_Fries, 4S_Drink"
102278,2023-02-18 15:33:39,Branch 6,"4S_Fries, 2S_Drink"
102279,2023-11-18 17:55:37,Branch 2,"5S_Burger, 1S_Fries, 6S_Drink"
102280,2023-07-21 15:47:43,Branch 2,"2S_Burger, 3S_Fries, 1S_Drink"
102281,2023-07-15 09:36:57,Branch 7,"1S_Burger, 1S_Fries, 3S_Drink"
102282,2023-07-27 11:00:34,Branch 4,"4S_Burger, 2S_Fries, 5S_Drink"
102283,2023-04-20 19:23:40,Branch 3,"7S_Burger, 1S_Fries, 1S_Drink"
102284,2023-08-19 17:37:01,Branch 7,"6S_Burger, 7S_Fries, 1S_Drink"
102285,2023-05-06 21:05:20,Branch 4,"4S_Burger, 3S_Fries, 3S_Drink"
102286,2023-02-12 23:41:18,Branch 6,"7S_Burger, 3S_Drink"
102287,2023-10-26 19:14:59,Branch 1,"2S_Burger, 6S_Drink"
102288,2023-07-26 05:03:09,Branch 8,"1S_Burger, 5S_Fries, 3S_Drink"
102289,2023-09-07 13:41:36,Branch 4,"7S_Burger, 7S_Fries, 1S_Drink"
102290,2023-01-18 02:16:16,Branch 2,"3S_Burger, 2S_Drink"
102291,2023-01-28 10:45:17,Branch 7,"1S_Burger, 5S_Fries"
102292,2023-11-06 01:59:26,Branch 4,"7S_Burger, 6S_Fries, 1S_Drink"
102293,2023-09-26 00:52:43,Branch 7,"3S_Burger, 3S_Drink"
102294,2023-06-18 15:58:39,Branch 5,"5S_Burger, 1S_Fries, 5S_Drink"
102295,2023-08-03 05:39:43,Branch 8,"6S_Fries, 4S_Drink"
102296,2023-03-10 14:54:00,Branch 9,"3S_Burger, 7S_Fries"
102297,2023-09-18 18:47:42,Branch 8,1S_Drink
102298,2023-12-18 02:12:11,Branch 10,"1S_Burger, 6S_Fries, 7S_Drink"
102299,2023-08-25 02:32:52,Branch 10,"4S_Burger, 5S_Drink"
102300,2023-05-28 20:34:58,Branch 3,"7S_Burger, 4S_Fries, 3S_Drink"
102301,2023-03-14 08:46:41,Branch 3,"7S_Burger, 6S_Fries, 2S_Drink"
102302,2023-07-19 06:43:58,Branch 5,"6S_Burger, 3S_Fries"
102303,2023-05-18 10:51:48,Branch 2,"2S_Burger, 6S_Fries, 6S_Drink"
102304,2023-01-14 16:39:06,Branch 4,"6S_Burger, 4S_Fries, 3S_Drink"
102305,2023-10-26 07:56:12,Branch 6,"3S_Burger, 5S_Fries, 1S_Drink"
102306,2023-07-04 07:28:01,Branch 2,"5S_Burger, 6S_Fries, 3S_Drink"
102307,2023-06-20 12:27:36,Branch 8,"3S_Fries, 4S_Drink"
102308,2023-01-31 15:59:50,Branch 8,"4S_Burger, 4S_Fries, 4S_Drink"
102309,2023-05-13 02:36:08,Branch 4,"2S_Fries, 3S_Drink"
102310,2023-08-10 23:04:22,Branch 10,"6S_Burger, 5S_Fries, 5S_Drink"
102311,2023-04-26 23:50:44,Branch 3,"2S_Burger, 7S_Fries, 1S_Drink"
102312,2023-07-15 16:47:06,Branch 3,"7S_Burger, 6S_Fries, 4S_Drink"
102313,2023-08-10 15:15:53,Branch 10,"1S_Burger, 5S_Drink"
102314,2023-01-29 10:05:53,Branch 2,"1S_Burger, 6S_Fries, 1S_Drink"
102315,2023-01-17 16:42:33,Branch 6,"5S_Burger, 7S_Drink"
102316,2023-06-15 09:32:15,Branch 6,"3S_Burger, 2S_Fries, 4S_Drink"
102317,2023-10-12 23:08:09,Branch 10,"6S_Burger, 1S_Fries, 2S_Drink"
102318,2023-09-01 04:47:33,Branch 9,"2S_Fries, 2S_Drink"
102319,2023-10-13 20:48:30,Branch 3,"4S_Burger, 5S_Fries"
102320,2023-01-01 02:48:48,Branch 2,"3S_Burger, 6S_Fries, 7S_Drink"
102321,2023-08-18 09:55:00,Branch 5,"4S_Burger, 5S_Fries, 6S_Drink"
102322,2023-09-30 00:10:07,Branch 5,"1S_Burger, 3S_Fries, 1S_Drink"
102323,2023-11-26 08:11:26,Branch 3,"5S_Burger, 4S_Fries"
102324,2023-12-11 06:13:05,Branch 3,"1S_Burger, 4S_Fries, 7S_Drink"
102325,2023-08-09 00:58:09,Branch 6,"6S_Burger, 5S_Fries, 5S_Drink"
102326,2023-06-02 11:49:23,Branch 7,"6S_Burger, 4S_Fries, 4S_Drink"
102327,2023-02-19 05:19:47,Branch 4,"7S_Burger, 3S_Fries, 1S_Drink"
102328,2023-12-11 14:52:29,Branch 2,"1S_Burger, 3S_Drink"
102329,2023-06-18 11:58:24,Branch 1,"2S_Burger, 4S_Fries, 5S_Drink"
102330,2023-01-21 01:31:25,Branch 1,"4S_Fries, 2S_Drink"
102331,2023-03-11 06:55:20,Branch 2,"7S_Burger, 4S_Fries, 4S_Drink"
102332,2023-02-11 07:54:59,Branch 6,"5S_Burger, 2S_Fries, 3S_Drink"
102333,2023-12-14 01:53:49,Branch 3,"4S_Burger, 5S_Drink"
102334,2023-06-15 16:10:07,Branch 8,"5S_Burger, 2S_Fries, 2S_Drink"
102335,2023-10-06 20:27:12,Branch 2,"6S_Burger, 2S_Fries, 2S_Drink"
102336,2023-02-15 04:10:30,Branch 4,"4S_Burger, 7S_Fries, 3S_Drink"
102337,2023-03-31 00:12:07,Branch 8,"1S_Burger, 2S_Fries, 5S_Drink"
102338,2023-12-21 06:41:20,Branch 9,"2S_Burger, 3S_Fries, 6S_Drink"
102339,2023-09-17 22:12:19,Branch 10,"2S_Burger, 1S_Fries, 2S_Drink"
102340,2023-04-10 20:03:34,Branch 9,"3S_Burger, 2S_Fries, 6S_Drink"
102341,2023-02-17 16:16:31,Branch 6,"7S_Burger, 1S_Fries"
102342,2023-06-09 04:44:12,Branch 10,"3S_Burger, 3S_Fries, 1S_Drink"
102343,2023-02-15 19:45:11,Branch 7,"2S_Fries, 4S_Drink"
102344,2023-10-08 07:46:08,Branch 7,"4S_Burger, 3S_Fries, 6S_Drink"
102345,2023-12-24 13:19:36,Branch 7,"6S_Burger, 5S_Fries, 4S_Drink"
102346,2023-09-14 19:01:03,Branch 4,"5S_Burger, 7S_Fries"
102347,2023-11-26 22:09:48,Branch 9,"5S_Burger, 7S_Fries, 2S_Drink"
102348,2023-05-17 06:02:48,Branch 7,"4S_Burger, 2S_Fries, 1S_Drink"
102349,2023-12-07 12:49:49,Branch 8,"2S_Burger, 7S_Fries, 4S_Drink"
102350,2023-05-11 20:32:00,Branch 8,"1S_Fries, 2S_Drink"
102351,2023-10-06 00:58:41,Branch 1,"3S_Burger, 7S_Fries, 6S_Drink"
102352,2023-10-20 23:41:03,Branch 7,"4S_Burger, 1S_Fries, 7S_Drink"
102353,2023-01-12 10:52:12,Branch 1,"1S_Burger, 3S_Fries, 2S_Drink"
102354,2023-03-10 04:39:40,Branch 6,"6S_Burger, 2S_Fries, 1S_Drink"
102355,2023-02-09 16:43:29,Branch 1,"3S_Burger, 3S_Fries, 7S_Drink"
102356,2023-12-09 16:09:35,Branch 3,"3S_Burger, 5S_Fries, 1S_Drink"
102357,2023-06-07 17:38:27,Branch 5,"7S_Burger, 2S_Fries, 1S_Drink"
102358,2023-08-20 23:40:55,Branch 1,7S_Fries
102359,2023-09-05 00:41:29,Branch 7,"2S_Burger, 1S_Fries, 6S_Drink"
102360,2023-10-07 18:33:01,Branch 9,"1S_Fries, 7S_Drink"
102361,2023-10-04 20:00:30,Branch 10,"1S_Burger, 4S_Fries, 6S_Drink"
102362,2023-04-26 23:41:13,Branch 8,"4S_Fries, 7S_Drink"
102363,2023-11-20 21:37:50,Branch 1,"5S_Burger, 7S_Fries, 1S_Drink"
102364,2023-06-02 01:45:18,Branch 10,"1S_Burger, 1S_Fries, 5S_Drink"
102365,2023-12-19 22:54:47,Branch 9,"2S_Burger, 1S_Fries, 1S_Drink"
102366,2023-08-16 21:23:02,Branch 1,"5S_Fries, 6S_Drink"
102367,2023-04-08 02:21:37,Branch 2,"2S_Burger, 5S_Fries, 2S_Drink"
102368,2023-05-15 08:30:23,Branch 6,"3S_Fries, 5S_Drink"
102369,2023-10-28 04:16:31,Branch 10,"2S_Burger, 1S_Fries, 2S_Drink"
102370,2023-12-24 11:09:59,Branch 2,"7S_Burger, 6S_Fries"
102371,2023-06-25 19:18:58,Branch 3,"5S_Burger, 6S_Fries, 2S_Drink"
102372,2023-09-17 12:45:21,Branch 1,"6S_Burger, 4S_Fries"
102373,2023-10-20 08:43:34,Branch 3,"5S_Burger, 5S_Drink"
102374,2023-07-22 18:54:50,Branch 1,"7S_Burger, 4S_Fries, 4S_Drink"
102375,2023-05-05 10:43:54,Branch 5,"4S_Burger, 6S_Fries, 1S_Drink"
102376,2023-09-17 15:38:48,Branch 5,"6S_Burger, 3S_Fries, 2S_Drink"
102377,2023-11-23 23:53:34,Branch 5,"6S_Burger, 1S_Drink"
102378,2023-11-15 11:29:11,Branch 8,"3S_Burger, 4S_Fries, 5S_Drink"
102379,2023-04-18 12:44:44,Branch 3,"7S_Burger, 6S_Fries, 4S_Drink"
102380,2023-08-04 17:42:06,Branch 10,"3S_Burger, 3S_Fries, 2S_Drink"
102381,2023-10-26 14:18:17,Branch 1,"3S_Burger, 2S_Fries, 3S_Drink"
102382,2023-10-04 11:45:39,Branch 4,"2S_Burger, 7S_Fries, 4S_Drink"
102383,2023-10-01 17:31:38,Branch 2,"5S_Burger, 2S_Fries, 4S_Drink"
102384,2023-03-04 12:18:43,Branch 7,"2S_Burger, 6S_Fries, 6S_Drink"
102385,2023-11-29 16:12:32,Branch 5,"7S_Burger, 6S_Fries, 5S_Drink"
102386,2023-04-22 07:57:22,Branch 2,"2S_Burger, 6S_Fries"
102387,2023-11-24 13:24:55,Branch 1,"4S_Fries, 6S_Drink"
102388,2023-02-18 10:24:28,Branch 8,"1S_Burger, 5S_Fries, 4S_Drink"
102389,2023-04-23 05:30:13,Branch 3,"7S_Burger, 1S_Fries, 2S_Drink"
102390,2023-08-09 21:27:45,Branch 4,"6S_Burger, 6S_Fries, 2S_Drink"
102391,2023-05-27 20:24:21,Branch 8,"2S_Burger, 3S_Fries, 3S_Drink"
102392,2023-05-21 10:56:55,Branch 8,"5S_Burger, 1S_Fries, 7S_Drink"
102393,2023-03-03 22:14:30,Branch 9,"4S_Burger, 4S_Fries"
102394,2023-01-23 08:20:44,Branch 8,"7S_Burger, 6S_Fries"
102395,2023-04-12 07:33:09,Branch 1,"1S_Burger, 7S_Fries, 2S_Drink"
102396,2023-12-16 23:42:45,Branch 7,"1S_Burger, 3S_Fries, 5S_Drink"
102397,2023-01-21 20:24:30,Branch 10,"6S_Burger, 5S_Fries, 5S_Drink"
102398,2023-03-08 00:27:32,Branch 4,"7S_Burger, 6S_Fries, 1S_Drink"
102399,2023-02-23 03:38:05,Branch 8,"6S_Burger, 5S_Fries, 1S_Drink"
